"price_name","price_area","price_status","price_age","price_condition","price_bhk","price_bhk_url","price_location","price_location_url","price_builder","price_builder_url"
"60.87 L","1068","Under Construction","Possession by Nov 2021","2 Bathrooms","2","https://www.makaan.com/chennai/radiance-realty-developers-the-pride-in-pallavaram-16328519/2bhk-2t-1068-sqft-apartment","Pallavaram","https://www.makaan.com/chennai-property/pallavaram-flats-for-sale-50349","Propsource Realty Private Limited","https://www.makaan.com/propsource-realty-private-limited-profile-2004238"
"26.8 L","620","Ready to move","2 - 3 years old","2 Bathrooms","2","https://www.makaan.com/chennai/builder-project-in-veppampattu-16293500/2bhk-2t-620-sqft-independenthouse","Veppampattu","https://www.makaan.com/chennai-property/veppampattu-flats-for-sale-54853","JD Properties","https://www.makaan.com/jd-properties-profile-100128999"
"25.7 L","620","Ready to move","2 - 3 years old","2 Bathrooms","2","https://www.makaan.com/chennai/builder-project-in-veppampattu-16293449/2bhk-2t-620-sqft-independenthouse","Veppampattu","https://www.makaan.com/chennai-property/veppampattu-flats-for-sale-54853","JD Properties","https://www.makaan.com/jd-properties-profile-100128999"
"25.99 L","620","Ready to move","2 - 3 years old","2 Bathrooms","2","https://www.makaan.com/chennai/builder-project-in-veppampattu-16293378/2bhk-2t-620-sqft-independenthouse","Veppampattu","https://www.makaan.com/chennai-property/veppampattu-flats-for-sale-54853","JD Properties","https://www.makaan.com/jd-properties-profile-100128999"
"26 L","620","Ready to move","2 - 3 years old","2 Bathrooms","2","https://www.makaan.com/chennai/builder-project-in-veppampattu-16293270/2bhk-2t-620-sqft-independenthouse","Veppampattu","https://www.makaan.com/chennai-property/veppampattu-flats-for-sale-54853","JD Properties","https://www.makaan.com/jd-properties-profile-100128999"
"22.75 L","600","Ready to move","2 - 3 years old","2 Bathrooms","1","https://www.makaan.com/chennai/builder-project-in-veppampattu-16293157/1bhk-2t-600-sqft-independenthouse","Veppampattu","https://www.makaan.com/chennai-property/veppampattu-flats-for-sale-54853","JD Properties","https://www.makaan.com/jd-properties-profile-100128999"
"22.85 L","600","Ready to move","2 - 3 years old","2 Bathrooms","2","https://www.makaan.com/chennai/builder-project-in-veppampattu-16292993/2bhk-2t-600-sqft-independenthouse","Veppampattu","https://www.makaan.com/chennai-property/veppampattu-flats-for-sale-54853","JD Properties","https://www.makaan.com/jd-properties-profile-100128999"
"17.84 L","600","Ready to move","2 - 3 years old","1 Bathrooms","1","https://www.makaan.com/chennai/builder-project-in-veppampattu-16292979/1bhk-1t-600-sqft-independenthouse","Veppampattu","https://www.makaan.com/chennai-property/veppampattu-flats-for-sale-54853","JD Properties","https://www.makaan.com/jd-properties-profile-100128999"
"37 L","1300","Ready to move","2 - 3 years old","2 Bathrooms","2","https://www.makaan.com/chennai/builder-project-in-veppampattu-16292912/2bhk-2t-1300-sqft-independenthouse","Veppampattu","https://www.makaan.com/chennai-property/veppampattu-flats-for-sale-54853","JD Properties","https://www.makaan.com/jd-properties-profile-100128999"
"55 L","1200","Ready to move","2 Bathrooms","Resale","2","https://www.makaan.com/chennai/builder-project-in-medavakkam-14786216/2bhk-2t-1200-sqft-apartment","Medavakkam","https://www.makaan.com/chennai-property/medavakkam-flats-for-sale-50288","seller","https://www.makaan.com/seller-profile-100258811"
"55 L","1200","Ready to move","2 Bathrooms","Resale","2","https://www.makaan.com/chennai/builder-project-in-medavakkam-14786175/2bhk-2t-1200-sqft-apartment","Medavakkam","https://www.makaan.com/chennai-property/medavakkam-flats-for-sale-50288","seller","https://www.makaan.com/seller-profile-100258811"
"55 L","1200","Ready to move","2 Bathrooms","Resale","2","https://www.makaan.com/chennai/builder-project-in-medavakkam-14787107/2bhk-2t-1200-sqft-apartment","Medavakkam","https://www.makaan.com/chennai-property/medavakkam-flats-for-sale-50288","seller","https://www.makaan.com/seller-profile-100258811"
"55 L","1250","Under Construction","2 Bathrooms","Resale","2","https://www.makaan.com/chennai/builder-project-in-kolapakkam-vandalur-14617922/2bhk-2t-1250-sqft-villa","Kolapakkam Vandalur","https://www.makaan.com/chennai-property/kolapakkam-vandalur-flats-for-sale-165558-lcudn","seller","https://www.makaan.com/seller-profile-100261194"
"22.49 L","610","Ready to move","2 Bathrooms","Resale","2","https://www.makaan.com/chennai/builder-project-in-veppampatttu-13203367/2bhk-2t-610-sqft-independenthouse","Veppampatttu","https://www.makaan.com/chennai-property/veppampatttu-flats-for-sale-58084","seller","https://www.makaan.com/seller-profile-100143229"
"39.5 L","820","Ready to move","2 Bathrooms","Resale","2","https://www.makaan.com/chennai/builder-project-in-madhavaram-14928377/2bhk-2t-820-sqft-apartment","Madhavaram","https://www.makaan.com/chennai-property/madhavaram-flats-for-sale-51543","seller","https://www.makaan.com/seller-profile-100272993"
"85 L","1071","Ready to move","4 - 5 years old","2 Bathrooms","2","https://www.makaan.com/chennai/sidharth-foundations-and-housing-upscale-in-porur-14928355/2bhk-2t-1071-sqft-apartment","Porur","https://www.makaan.com/chennai-property/porur-flats-for-sale-50346","seller","https://www.makaan.com/seller-profile-100272990"
"68.5 L","1080","Ready to move","3 Bathrooms","Resale","2","https://www.makaan.com/chennai/builder-project-in-kolathur-14364352/2bhk-3t-1080-sqft-apartment","Kolathur","https://www.makaan.com/chennai-property/kolathur-flats-for-sale-50315","seller","https://www.makaan.com/seller-profile-100233084"
"68.5 L","1080","Ready to move","3 Bathrooms","Resale","2","https://www.makaan.com/chennai/builder-project-in-kolathur-14364323/2bhk-3t-1080-sqft-apartment","Kolathur","https://www.makaan.com/chennai-property/kolathur-flats-for-sale-50315","seller","https://www.makaan.com/seller-profile-100233084"
"68.5 L","1080","Ready to move","3 Bathrooms","Resale","2","https://www.makaan.com/chennai/builder-project-in-kolathur-14364220/2bhk-3t-1080-sqft-apartment","Kolathur","https://www.makaan.com/chennai-property/kolathur-flats-for-sale-50315","seller","https://www.makaan.com/seller-profile-100233084"
"68.5 L","1080","Ready to move","3 Bathrooms","Resale","2","https://www.makaan.com/chennai/builder-project-in-kolathur-14364170/2bhk-3t-1080-sqft-apartment","Kolathur","https://www.makaan.com/chennai-property/kolathur-flats-for-sale-50315","seller","https://www.makaan.com/seller-profile-100233084"
"3.08 Cr","1765","Under Construction","3 Bathrooms","Resale","3","https://www.makaan.com/chennai/builder-project-in-gopalapuram-13715114/3bhk-3t-1765-sqft-apartment","Gopalapuram","https://www.makaan.com/chennai-property/gopalapuram-flats-for-sale-51458","seller","https://www.makaan.com/seller-profile-100197416"
"4.9 Cr","4500","Ready to move","6 Bathrooms","Resale","8","https://www.makaan.com/chennai/builder-project-in-royapettah-13715108/8bhk-6t-4500-sqft-independenthouse","Royapettah","https://www.makaan.com/chennai-property/royapettah-flats-for-sale-51673","seller","https://www.makaan.com/seller-profile-100197416"
"68.5 L","1080","Ready to move","3 Bathrooms","Resale","2","https://www.makaan.com/chennai/builder-project-in-kolathur-14365596/2bhk-3t-1080-sqft-apartment","Kolathur","https://www.makaan.com/chennai-property/kolathur-flats-for-sale-50315","seller","https://www.makaan.com/seller-profile-100233084"
"34 L","675","Ready to move","2 - 3 years old","2 Bathrooms","2","https://www.makaan.com/chennai/builder-project-in-elandanur-14944509/2bhk-2t-675-sqft-independenthouse","Elandanur","https://www.makaan.com/chennai-property/elandanur-flats-for-sale-104461-lcudn","seller","https://www.makaan.com/seller-profile-100089290"
"22.49 L","610","Ready to move","2 Bathrooms","Resale","2","https://www.makaan.com/chennai/builder-project-in-veppampatttu-13203367/2bhk-2t-610-sqft-independenthouse","Veppampatttu","https://www.makaan.com/chennai-property/veppampatttu-flats-for-sale-58084","seller","https://www.makaan.com/seller-profile-100143229"
"28 L","800","Ready to move","2 - 3 years old","2 Bathrooms","2","https://www.makaan.com/chennai/builder-project-in-veppampattu-14720213/2bhk-2t-800-sqft-independenthouse","Veppampattu","https://www.makaan.com/chennai-property/veppampattu-flats-for-sale-54853","seller","https://www.makaan.com/seller-profile-100126097"
"2.6 Cr","3485","Ready to move","3 - 4 years old","5 Bathrooms","5","https://www.makaan.com/chennai/builder-project-in-kotivakkam-14572588/5bhk-5t-3485-sqft-apartment","Kotivakkam","https://www.makaan.com/chennai-property/kotivakkam-flats-for-sale-103460-lcudn","seller","https://www.makaan.com/seller-profile-100258807"
"50 L","1000","Under Construction","2 Bathrooms","Resale","2","https://www.makaan.com/chennai/builder-project-in-medavakkam-14572417/2bhk-2t-1000-sqft-apartment","Medavakkam","https://www.makaan.com/chennai-property/medavakkam-flats-for-sale-50288","seller","https://www.makaan.com/seller-profile-100258811"
"49.5 L","1000","Ready to move","2 Bathrooms","Resale","2","https://www.makaan.com/chennai/builder-project-in-manali-14590942/2bhk-2t-1000-sqft-independenthouse","Manali","https://www.makaan.com/chennai-property/manali-flats-for-sale-52514","seller","https://www.makaan.com/seller-profile-100260047"
"27 L","720","Ready to move","2 - 3 years old","2 Bathrooms","2","https://www.makaan.com/chennai/builder-project-in-veppampattu-14677426/2bhk-2t-720-sqft-independenthouse","Veppampattu","https://www.makaan.com/chennai-property/veppampattu-flats-for-sale-54853","seller","https://www.makaan.com/seller-profile-100263586"
"1.21 Cr","1250","Ready to move","2 Bathrooms","Resale","2","https://www.makaan.com/chennai/builder-project-in-west-mambalam-14679423/2bhk-2t-1250-sqft-apartment","West Mambalam","https://www.makaan.com/chennai-property/west-mambalam-flats-for-sale-52002","seller","https://www.makaan.com/seller-profile-100263570"
"45 L","1000","Under Construction","2 Bathrooms","Resale","2","https://www.makaan.com/chennai/builder-project-in-madambakkam-14300328/2bhk-2t-1000-sqft-apartment","Madambakkam","https://www.makaan.com/chennai-property/madambakkam-flats-for-sale-51668","seller","https://www.makaan.com/seller-profile-100247851"
"55 L","1200","Ready to move","2 Bathrooms","Resale","2","https://www.makaan.com/chennai/builder-project-in-medavakkam-14786216/2bhk-2t-1200-sqft-apartment","Medavakkam","https://www.makaan.com/chennai-property/medavakkam-flats-for-sale-50288","seller","https://www.makaan.com/seller-profile-100258811"
"55 L","1200","Ready to move","2 Bathrooms","Resale","2","https://www.makaan.com/chennai/builder-project-in-medavakkam-14786175/2bhk-2t-1200-sqft-apartment","Medavakkam","https://www.makaan.com/chennai-property/medavakkam-flats-for-sale-50288","seller","https://www.makaan.com/seller-profile-100258811"
"55 L","1200","Ready to move","2 Bathrooms","Resale","2","https://www.makaan.com/chennai/builder-project-in-medavakkam-14787107/2bhk-2t-1200-sqft-apartment","Medavakkam","https://www.makaan.com/chennai-property/medavakkam-flats-for-sale-50288","seller","https://www.makaan.com/seller-profile-100258811"
"55 L","1200","Ready to move","2 Bathrooms","Resale","2","https://www.makaan.com/chennai/builder-project-in-medavakkam-14787252/2bhk-2t-1200-sqft-apartment","Medavakkam","https://www.makaan.com/chennai-property/medavakkam-flats-for-sale-50288","seller","https://www.makaan.com/seller-profile-100258811"
"55 L","1200","Ready to move","2 Bathrooms","Resale","2","https://www.makaan.com/chennai/builder-project-in-medavakkam-14787185/2bhk-2t-1200-sqft-apartment","Medavakkam","https://www.makaan.com/chennai-property/medavakkam-flats-for-sale-50288","seller","https://www.makaan.com/seller-profile-100258811"
"55 L","1200","Ready to move","2 Bathrooms","Resale","2","https://www.makaan.com/chennai/builder-project-in-medavakkam-14793980/2bhk-2t-1200-sqft-apartment","Medavakkam","https://www.makaan.com/chennai-property/medavakkam-flats-for-sale-50288","seller","https://www.makaan.com/seller-profile-100258811"
"55 L","1200","Ready to move","2 Bathrooms","Resale","2","https://www.makaan.com/chennai/builder-project-in-medavakkam-14793779/2bhk-2t-1200-sqft-apartment","Medavakkam","https://www.makaan.com/chennai-property/medavakkam-flats-for-sale-50288","seller","https://www.makaan.com/seller-profile-100258811"
"53 L","942","Ready to move","4 - 5 years old","2 Bathrooms","2","https://www.makaan.com/chennai/builder-project-in-iyyappanthangal-14802110/2bhk-2t-942-sqft-apartment","Iyyappanthangal","https://www.makaan.com/chennai-property/iyyappanthangal-flats-for-sale-58055","seller","https://www.makaan.com/seller-profile-100165946"
"53 L","942","Ready to move","4 - 5 years old","2 Bathrooms","2","https://www.makaan.com/chennai/builder-project-in-iyyappanthangal-14802109/2bhk-2t-942-sqft-apartment","Iyyappanthangal","https://www.makaan.com/chennai-property/iyyappanthangal-flats-for-sale-58055","seller","https://www.makaan.com/seller-profile-100165946"
"53 L","942","Ready to move","4 - 5 years old","2 Bathrooms","2","https://www.makaan.com/chennai/builder-project-in-iyyappanthangal-14802146/2bhk-2t-942-sqft-apartment","Iyyappanthangal","https://www.makaan.com/chennai-property/iyyappanthangal-flats-for-sale-58055","seller","https://www.makaan.com/seller-profile-100165946"
"1.6 Cr","1463","Ready to move","4 Bathrooms","Resale","3","https://www.makaan.com/chennai/karan-construction-pune-dlf-porur-in-porur-14805433/3bhk-4t-1463-sqft-independenthouse","Porur","https://www.makaan.com/chennai-property/porur-flats-for-sale-50346","seller","https://www.makaan.com/seller-profile-100268320"
"25 L","582","Ready to move","1 - 2 years old","2 Bathrooms","2","https://www.makaan.com/chennai/reputed-builder-star-homes-in-ambattur-14805419/2bhk-2t-582-sqft-apartment","Ambattur","https://www.makaan.com/chennai-property/ambattur-flats-for-sale-51076","seller","https://www.makaan.com/seller-profile-100268300"
"3.1 Cr","2400","Ready to move","5 - 6 years old","3 Bathrooms","3","https://www.makaan.com/chennai/builder-project-in-jamalia-14326362/3bhk-3t-2400-sqft-independenthouse","Jamalia","https://www.makaan.com/chennai-property/jamalia-flats-for-sale-86046","seller","https://www.makaan.com/seller-profile-100249009"
"28 L","800","Ready to move","2 - 3 years old","2 Bathrooms","2","https://www.makaan.com/chennai/builder-project-in-veppampattu-14720213/2bhk-2t-800-sqft-independenthouse","Veppampattu","https://www.makaan.com/chennai-property/veppampattu-flats-for-sale-54853","seller","https://www.makaan.com/seller-profile-100126097"
"5.4 Cr","5100","Under Construction","5 Bathrooms","Resale","5","https://www.makaan.com/chennai/builder-project-in-kottivakkam-13075474/5bhk-5t-5100-sqft-independenthouse","Kottivakkam","https://www.makaan.com/chennai-property/kottivakkam-flats-for-sale-52275","seller","https://www.makaan.com/seller-profile-2251969"
"49 L","1200","Ready to move","2 Bathrooms","Resale","2","https://www.makaan.com/chennai/builder-project-in-guduvancheri-14834409/2bhk-2t-1200-sqft-independenthouse","Guduvancheri","https://www.makaan.com/chennai-property/guduvancheri-flats-for-sale-51380","seller","https://www.makaan.com/seller-profile-100269544"
"1.95 Cr","2622","Ready to move","2 Bathrooms","Resale","3","https://www.makaan.com/chennai/builder-project-in-perungalathur-13689109/3bhk-2t-2622-sqft-independenthouse","Perungalathur","https://www.makaan.com/chennai-property/perungalathur-flats-for-sale-51578","seller","https://www.makaan.com/seller-profile-100194563"
"30 L","950","Ready to move","0 - 1 year old","2 Bathrooms","2","https://www.makaan.com/chennai/builder-project-in-gokulapuram-14891686/2bhk-2t-950-sqft-apartment","Gokulapuram","https://www.makaan.com/chennai-property/gokulapuram-flats-for-sale-169213-lcudn","seller","https://www.makaan.com/seller-profile-100271900"
"35 L","750","Ready to move","1 Bathrooms","Resale","2","https://www.makaan.com/chennai/builder-project-in-medavakkam-14610967/2bhk-1t-750-sqft-apartment","Medavakkam","https://www.makaan.com/chennai-property/medavakkam-flats-for-sale-50288","seller","https://www.makaan.com/seller-profile-100229171"
"35 L","750","Ready to move","1 Bathrooms","Resale","2","https://www.makaan.com/chennai/builder-project-in-medavakkam-14610943/2bhk-1t-750-sqft-apartment","Medavakkam","https://www.makaan.com/chennai-property/medavakkam-flats-for-sale-50288","seller","https://www.makaan.com/seller-profile-100229171"
"35 L","750","Ready to move","1 Bathrooms","Resale","2","https://www.makaan.com/chennai/builder-project-in-medavakkam-14611397/2bhk-1t-750-sqft-apartment","Medavakkam","https://www.makaan.com/chennai-property/medavakkam-flats-for-sale-50288","seller","https://www.makaan.com/seller-profile-100229171"
"35 L","750","Ready to move","1 Bathrooms","Resale","2","https://www.makaan.com/chennai/builder-project-in-medavakkam-14611286/2bhk-1t-750-sqft-apartment","Medavakkam","https://www.makaan.com/chennai-property/medavakkam-flats-for-sale-50288","seller","https://www.makaan.com/seller-profile-100229171"
"1.06 Cr","1350","Ready to move","3 Bathrooms","Resale","3","https://www.makaan.com/chennai/builder-project-in-west-mambalam-14846078/3bhk-3t-1350-sqft-apartment","West Mambalam","https://www.makaan.com/chennai-property/west-mambalam-flats-for-sale-52002","seller","https://www.makaan.com/seller-profile-100141728"
"55.83 L","859","Ready to move","2 Bathrooms","Resale","2","https://www.makaan.com/chennai/builder-project-in-velachery-13269600/2bhk-2t-859-sqft-apartment","Velachery","https://www.makaan.com/chennai-property/velachery-flats-for-sale-50306","seller","https://www.makaan.com/seller-profile-100097428"
"22 L","420","Ready to move","2 - 3 years old","2 Bathrooms","1","https://www.makaan.com/chennai/builder-project-in-elandanur-14353456/1bhk-2t-420-sqft-independenthouse","Elandanur","https://www.makaan.com/chennai-property/elandanur-flats-for-sale-104461-lcudn","seller","https://www.makaan.com/seller-profile-100245845"
"48.5 L","1450","Under Construction","2 Bathrooms","Resale","2","https://www.makaan.com/chennai/builder-project-in-avadi-14355602/2bhk-2t-1450-sqft-villa","Avadi","https://www.makaan.com/chennai-property/avadi-flats-for-sale-50420","seller","https://www.makaan.com/seller-profile-100250048"
"39.5 L","820","Ready to move","2 Bathrooms","Resale","2","https://www.makaan.com/chennai/builder-project-in-madhavaram-14928377/2bhk-2t-820-sqft-apartment","Madhavaram","https://www.makaan.com/chennai-property/madhavaram-flats-for-sale-51543","seller","https://www.makaan.com/seller-profile-100272993"
"85 L","1071","Ready to move","4 - 5 years old","2 Bathrooms","2","https://www.makaan.com/chennai/sidharth-foundations-and-housing-upscale-in-porur-14928355/2bhk-2t-1071-sqft-apartment","Porur","https://www.makaan.com/chennai-property/porur-flats-for-sale-50346","seller","https://www.makaan.com/seller-profile-100272990"
"68.5 L","1080","Ready to move","3 Bathrooms","Resale","2","https://www.makaan.com/chennai/builder-project-in-kolathur-14364352/2bhk-3t-1080-sqft-apartment","Kolathur","https://www.makaan.com/chennai-property/kolathur-flats-for-sale-50315","seller","https://www.makaan.com/seller-profile-100233084"
"68.5 L","1080","Ready to move","3 Bathrooms","Resale","2","https://www.makaan.com/chennai/builder-project-in-kolathur-14364323/2bhk-3t-1080-sqft-apartment","Kolathur","https://www.makaan.com/chennai-property/kolathur-flats-for-sale-50315","seller","https://www.makaan.com/seller-profile-100233084"
"68.5 L","1080","Ready to move","3 Bathrooms","Resale","2","https://www.makaan.com/chennai/builder-project-in-kolathur-14364220/2bhk-3t-1080-sqft-apartment","Kolathur","https://www.makaan.com/chennai-property/kolathur-flats-for-sale-50315","seller","https://www.makaan.com/seller-profile-100233084"
"68.5 L","1080","Ready to move","3 Bathrooms","Resale","2","https://www.makaan.com/chennai/builder-project-in-kolathur-14364170/2bhk-3t-1080-sqft-apartment","Kolathur","https://www.makaan.com/chennai-property/kolathur-flats-for-sale-50315","seller","https://www.makaan.com/seller-profile-100233084"
"4.9 Cr","4500","Ready to move","6 Bathrooms","Resale","8","https://www.makaan.com/chennai/builder-project-in-royapettah-13714807/8bhk-6t-4500-sqft-independenthouse","Royapettah","https://www.makaan.com/chennai-property/royapettah-flats-for-sale-51673","seller","https://www.makaan.com/seller-profile-100197416"
"68.5 L","1080","Ready to move","3 Bathrooms","Resale","2","https://www.makaan.com/chennai/builder-project-in-kolathur-14364749/2bhk-3t-1080-sqft-apartment","Kolathur","https://www.makaan.com/chennai-property/kolathur-flats-for-sale-50315","seller","https://www.makaan.com/seller-profile-100233084"
"68.5 L","1080","Ready to move","3 Bathrooms","Resale","2","https://www.makaan.com/chennai/builder-project-in-kolathur-14364736/2bhk-3t-1080-sqft-apartment","Kolathur","https://www.makaan.com/chennai-property/kolathur-flats-for-sale-50315","seller","https://www.makaan.com/seller-profile-100233084"
"2.3 Cr","1590","Ready to move","3 - 4 years old","3 Bathrooms","3","https://www.makaan.com/chennai/tulive-gk-shetty-viha-in-anna-nagar-14935263/3bhk-3t-1590-sqft-apartment","Anna Nagar","https://www.makaan.com/chennai-property/anna-nagar-flats-for-sale-50379","seller","https://www.makaan.com/seller-profile-100269507"
"68.5 L","1080","Ready to move","3 Bathrooms","Resale","2","https://www.makaan.com/chennai/builder-project-in-kolathur-14365423/2bhk-3t-1080-sqft-apartment","Kolathur","https://www.makaan.com/chennai-property/kolathur-flats-for-sale-50315","seller","https://www.makaan.com/seller-profile-100233084"
"34 L","675","Ready to move","2 - 3 years old","2 Bathrooms","2","https://www.makaan.com/chennai/builder-project-in-elandanur-14944509/2bhk-2t-675-sqft-independenthouse","Elandanur","https://www.makaan.com/chennai-property/elandanur-flats-for-sale-104461-lcudn","seller","https://www.makaan.com/seller-profile-100089290"
"34 L","675","Ready to move","2 - 3 years old","2 Bathrooms","2","https://www.makaan.com/chennai/builder-project-in-elandanur-14944889/2bhk-2t-675-sqft-independenthouse","Elandanur","https://www.makaan.com/chennai-property/elandanur-flats-for-sale-104461-lcudn","seller","https://www.makaan.com/seller-profile-100089290"
"55 L","1200","Ready to move","2 Bathrooms","Resale","2","https://www.makaan.com/chennai/builder-project-in-medavakkam-14786216/2bhk-2t-1200-sqft-apartment","Medavakkam","https://www.makaan.com/chennai-property/medavakkam-flats-for-sale-50288","seller","https://www.makaan.com/seller-profile-100258811"
"55 L","1200","Ready to move","2 Bathrooms","Resale","2","https://www.makaan.com/chennai/builder-project-in-medavakkam-14786175/2bhk-2t-1200-sqft-apartment","Medavakkam","https://www.makaan.com/chennai-property/medavakkam-flats-for-sale-50288","seller","https://www.makaan.com/seller-profile-100258811"
"55 L","1200","Ready to move","2 Bathrooms","Resale","2","https://www.makaan.com/chennai/builder-project-in-medavakkam-14787107/2bhk-2t-1200-sqft-apartment","Medavakkam","https://www.makaan.com/chennai-property/medavakkam-flats-for-sale-50288","seller","https://www.makaan.com/seller-profile-100258811"
"55 L","1200","Ready to move","2 Bathrooms","Resale","2","https://www.makaan.com/chennai/builder-project-in-medavakkam-14787252/2bhk-2t-1200-sqft-apartment","Medavakkam","https://www.makaan.com/chennai-property/medavakkam-flats-for-sale-50288","seller","https://www.makaan.com/seller-profile-100258811"
"55 L","1200","Ready to move","2 Bathrooms","Resale","2","https://www.makaan.com/chennai/builder-project-in-medavakkam-14787185/2bhk-2t-1200-sqft-apartment","Medavakkam","https://www.makaan.com/chennai-property/medavakkam-flats-for-sale-50288","seller","https://www.makaan.com/seller-profile-100258811"
"44.75 L","1250","Ready to move","2 - 3 years old","3 Bathrooms","2","https://www.makaan.com/chennai/builder-project-in-iyyapa-nagar-14968432/2bhk-3t-1250-sqft-villa","Iyyapa Nagar","https://www.makaan.com/chennai-property/iyyapa-nagar-flats-for-sale-104199-lcudn","seller","https://www.makaan.com/seller-profile-100274107"
"59 L","900","Ready to move","2 Bathrooms","Resale","3","https://www.makaan.com/chennai/builder-project-in-ayanavaram-14968305/3bhk-2t-900-sqft-apartment","Ayanavaram","https://www.makaan.com/chennai-property/ayanavaram-flats-for-sale-51763","seller","https://www.makaan.com/seller-profile-100274064"
"49 L","919","Ready to move","2 Bathrooms","Resale","2","https://www.makaan.com/chennai/builder-project-in-sholinganallur-14970328/2bhk-2t-919-sqft-apartment","Sholinganallur","https://www.makaan.com/chennai-property/sholinganallur-flats-for-sale-50307","seller","https://www.makaan.com/seller-profile-100274110"
"25 L","619","Ready to move","3 - 4 years old","1 Bathrooms","2","https://www.makaan.com/chennai/builder-project-in-pozhichalur-14970322/2bhk-1t-619-sqft-apartment","Pozhichalur","https://www.makaan.com/chennai-property/pozhichalur-flats-for-sale-62042","seller","https://www.makaan.com/seller-profile-100274080"
"42.5 L","818","Under Construction","2 Bathrooms","Resale","2","https://www.makaan.com/chennai/sri-devi-anandham-in-west-tambaram-15003387/2bhk-2t-818-sqft-apartment","West Tambaram","https://www.makaan.com/chennai-property/west-tambaram-flats-for-sale-51229","seller","https://www.makaan.com/seller-profile-100138867"
"42.5 L","818","Under Construction","2 Bathrooms","Resale","2","https://www.makaan.com/chennai/sri-devi-anandham-in-west-tambaram-15003379/2bhk-2t-818-sqft-apartment","West Tambaram","https://www.makaan.com/chennai-property/west-tambaram-flats-for-sale-51229","seller","https://www.makaan.com/seller-profile-100138867"
"48.5 L","818","Under Construction","2 Bathrooms","Resale","2","https://www.makaan.com/chennai/sri-devi-anandham-in-west-tambaram-15003369/2bhk-2t-818-sqft-apartment","West Tambaram","https://www.makaan.com/chennai-property/west-tambaram-flats-for-sale-51229","seller","https://www.makaan.com/seller-profile-100138867"
"57.5 L","922","Ready to move","4 - 5 years old","2 Bathrooms","2","https://www.makaan.com/chennai/builder-project-in-old-pallavaram-13672975/2bhk-2t-922-sqft-apartment","Old Pallavaram","https://www.makaan.com/chennai-property/old-pallavaram-flats-for-sale-78005","seller","https://www.makaan.com/seller-profile-100138867"
"53 L","942","Ready to move","4 - 5 years old","2 Bathrooms","2","https://www.makaan.com/chennai/builder-project-in-iyyappanthangal-14796655/2bhk-2t-942-sqft-apartment","Iyyappanthangal","https://www.makaan.com/chennai-property/iyyappanthangal-flats-for-sale-58055","seller","https://www.makaan.com/seller-profile-100165946"
"53 L","942","Ready to move","4 - 5 years old","2 Bathrooms","2","https://www.makaan.com/chennai/builder-project-in-iyyappanthangal-14798278/2bhk-2t-942-sqft-apartment","Iyyappanthangal","https://www.makaan.com/chennai-property/iyyappanthangal-flats-for-sale-58055","seller","https://www.makaan.com/seller-profile-100165946"
"53 L","942","Ready to move","4 - 5 years old","2 Bathrooms","2","https://www.makaan.com/chennai/builder-project-in-iyyappanthangal-14798180/2bhk-2t-942-sqft-apartment","Iyyappanthangal","https://www.makaan.com/chennai-property/iyyappanthangal-flats-for-sale-58055","seller","https://www.makaan.com/seller-profile-100165946"
"53 L","942","Ready to move","4 - 5 years old","2 Bathrooms","2","https://www.makaan.com/chennai/builder-project-in-iyyappanthangal-14799123/2bhk-2t-942-sqft-apartment","Iyyappanthangal","https://www.makaan.com/chennai-property/iyyappanthangal-flats-for-sale-58055","seller","https://www.makaan.com/seller-profile-100165946"
"53 L","942","Ready to move","4 - 5 years old","2 Bathrooms","2","https://www.makaan.com/chennai/builder-project-in-iyyappanthangal-14800659/2bhk-2t-942-sqft-apartment","Iyyappanthangal","https://www.makaan.com/chennai-property/iyyappanthangal-flats-for-sale-58055","seller","https://www.makaan.com/seller-profile-100165946"
"53 L","942","Ready to move","4 - 5 years old","2 Bathrooms","2","https://www.makaan.com/chennai/builder-project-in-iyyappanthangal-14800628/2bhk-2t-942-sqft-apartment","Iyyappanthangal","https://www.makaan.com/chennai-property/iyyappanthangal-flats-for-sale-58055","seller","https://www.makaan.com/seller-profile-100165946"
"35 L","750","Ready to move","1 Bathrooms","Resale","2","https://www.makaan.com/chennai/builder-project-in-medavakkam-14610967/2bhk-1t-750-sqft-apartment","Medavakkam","https://www.makaan.com/chennai-property/medavakkam-flats-for-sale-50288","seller","https://www.makaan.com/seller-profile-100229171"
"35 L","750","Ready to move","1 Bathrooms","Resale","2","https://www.makaan.com/chennai/builder-project-in-medavakkam-14610943/2bhk-1t-750-sqft-apartment","Medavakkam","https://www.makaan.com/chennai-property/medavakkam-flats-for-sale-50288","seller","https://www.makaan.com/seller-profile-100229171"
"35 L","750","Ready to move","1 Bathrooms","Resale","2","https://www.makaan.com/chennai/builder-project-in-medavakkam-14611397/2bhk-1t-750-sqft-apartment","Medavakkam","https://www.makaan.com/chennai-property/medavakkam-flats-for-sale-50288","seller","https://www.makaan.com/seller-profile-100229171"
"35 L","750","Ready to move","1 Bathrooms","Resale","2","https://www.makaan.com/chennai/builder-project-in-medavakkam-14611286/2bhk-1t-750-sqft-apartment","Medavakkam","https://www.makaan.com/chennai-property/medavakkam-flats-for-sale-50288","seller","https://www.makaan.com/seller-profile-100229171"
